"Date","Target","Costco","Walmart","Walgreen","Safeway","SP500"
"2008-03-31",44.99,56.45,45.85,33.63,22.66,1322.7
"2008-04-01",47.29,57.77,47.07,34.37,23.07,1370.18
"2008-04-02",47.45,57.57,47.4,33.67,22.68,1367.53
"2008-04-03",47.28,58.1,47.81,33.72,22.5,1369.31
"2008-04-04",46.76,57.74,47.35,33.46,22.33,1370.4
"2008-04-07",46.85,57.61,47.2,33.59,22.23,1372.54
"2008-04-08",47.28,58.16,47.39,33.22,22.15,1365.54
"2008-04-09",46.47,57.37,47.12,32.59,22.11,1354.49
"2008-04-10",47.2,57.8,47.57,32.33,22.31,1360.55
"2008-04-11",46.14,57.09,47.69,31.86,21.85,1332.83
"2008-04-14",46.13,56.76,48,31.29,21.54,1328.32
"2008-04-15",46.65,57.1,48.97,31.45,21.69,1334.43
"2008-04-16",47.61,58.43,49.67,31.59,20.62,1364.71
"2008-04-17",47.42,59.51,49.32,31.55,21.48,1365.56
"2008-04-18",48.47,60.33,49.01,31.75,21.86,1390.33
"2008-04-21",48.43,60.05,49.07,31.6,21.63,1388.17
"2008-04-22",46.73,59.16,49.22,31.14,21.04,1375.94
"2008-04-23",46.5,60.48,49.54,31.49,21.69,1379.93
"2008-04-24",46.96,61.01,50,31.63,22.57,1388.82
"2008-04-25",47.92,62.16,50.17,31.33,22.42,1397.84
"2008-04-28",47.89,61.54,49.91,31.33,23.08,1396.37
"2008-04-29",48.03,61.69,51.01,31.44,24.43,1390.94
"2008-04-30",47.17,61.91,50.46,30.77,24.4,1385.59
"2008-05-01",48.15,62.56,50.54,31.51,24.56,1409.34
"2008-05-02",47.86,62.68,50.04,31.15,24.26,1413.9
"2008-05-05",47.22,62.94,49.58,31.26,24.26,1407.49
"2008-05-06",47.44,63.13,49.04,31.25,23.97,1418.26
"2008-05-07",47.44,62.63,49.46,31.2,24.01,1392.57
"2008-05-08",46.47,61.87,49.75,31.05,24.15,1397.68
"2008-05-09",46.38,62.07,49.77,30.89,23.66,1388.28
"2008-05-12",47.48,64.02,50.5,31.34,24.09,1403.58
"2008-05-13",47.28,64.28,49.3,31.31,24.06,1403.04
"2008-05-14",47.81,64.63,50.21,31.87,24.93,1408.66
"2008-05-15",48.92,64.83,49.92,32.28,24.81,1423.57
"2008-05-16",48.85,63.8,49.85,32.11,24.1,1425.35
"2008-05-19",48.88,62.79,49.29,32.03,24.16,1426.63
"2008-05-20",48.32,62.17,48.9,31.94,23.96,1413.4
"2008-05-21",47.06,60.42,48.27,31.23,23.6,1390.71
"2008-05-22",47.18,61.62,48.99,31.58,23.85,1394.35
"2008-05-23",46.32,62.1,48.73,31.06,23.57,1375.93
"2008-05-27",46.42,63.21,49.29,31.55,24.06,1385.35
"2008-05-28",46.57,63.78,49.9,31.5,24.18,1390.84
"2008-05-29",47.84,63.55,50.64,31.89,24.45,1398.26
"2008-05-30",47.49,62.1,50.46,31.89,24.6,1400.38
"2008-06-02",47.01,61.24,49.99,31.97,24.22,1385.67
"2008-06-03",48.95,60.99,50.49,32.17,24.26,1377.65
"2008-06-04",48.24,61.66,50.41,32.17,24.62,1377.2
"2008-06-05",48.62,64,52.27,32.49,25.21,1404.05
"2008-06-06",46.75,61.99,51.02,31.45,24.26,1360.68
"2008-06-09",46.68,62.11,52.06,31.53,24.13,1361.76
"2008-06-10",47.34,61.36,52.25,31.6,24.03,1358.44
"2008-06-11",45.94,59.97,51.15,31.27,23.45,1335.49
"2008-06-12",46.47,59.39,51.66,31.38,23.89,1339.87
"2008-06-13",47.65,61.23,51.72,32.1,23.96,1360.03
"2008-06-16",47.25,61.32,51.84,32.09,23.78,1360.14
"2008-06-17",46.68,60.89,51.3,31.63,23.31,1350.93
"2008-06-18",45.26,60.05,50.4,31.1,23.01,1337.81
"2008-06-19",46.11,61.16,50.42,31.37,23.35,1342.83
"2008-06-20",44.49,59.85,49.17,31.04,22.97,1317.93
"2008-06-23",43.38,59.6,49.5,30.72,22.31,1318
"2008-06-24",43.76,60.31,50.1,30.09,22.96,1314.29
"2008-06-25",44.4,61.73,50.8,30.05,23.54,1321.97
"2008-06-26",42.4,60.11,49.67,29.11,22.84,1283.15
"2008-06-27",42.61,61.18,49.21,29.19,22.75,1278.38
"2008-06-30",41.38,61.08,49.12,28.78,22.1,1280
"2008-07-01",42.3,63.18,49.84,28.71,22.39,1284.91
"2008-07-02",41.56,62.81,49.38,27.79,21.69,1261.52
"2008-07-03",41.74,62.9,49.47,27.84,22.25,1262.9
"2008-07-07",41.98,63.45,49.74,28.06,22.03,1252.31
"2008-07-08",43.32,65.01,51.66,28.23,22.34,1273.7
"2008-07-09",42.12,62.83,50.4,28.41,22.1,1244.69
"2008-07-10",39.95,61.7,50,29.47,22.89,1253.39
"2008-07-11",39.82,60.81,49.2,28.96,22.52,1239.49
"2008-07-14",39.09,60.58,49.22,28.77,22.18,1228.3
"2008-07-15",38.88,60.58,49.15,28.62,22.37,1214.91
"2008-07-16",41.1,63.2,49.78,29.66,23.23,1245.36
"2008-07-17",42.34,64.55,50.41,30.37,20.73,1260.32
"2008-07-18",41.72,62.9,50.62,30.26,19.84,1260.68
"2008-07-21",40.64,60.66,50.09,29.96,19.93,1260
"2008-07-22",40.91,62.7,51.62,30.44,20.34,1277
"2008-07-23",41.14,55.23,50.77,30.7,20.62,1282.19
"2008-07-24",39.95,54.84,49.79,29.9,20.12,1252.54
"2008-07-25",39.67,53.78,49.67,29.71,20.08,1257.76
"2008-07-28",39.13,52.55,48.96,29.37,20.07,1234.37
"2008-07-29",40.66,53.8,50.21,29.96,20.87,1263.2
"2008-07-30",40.85,54.86,51.18,30.23,20.71,1284.26
"2008-07-31",40.26,54.58,51.23,30.4,20.69,1267.38
"2008-08-01",39.77,54.16,50.47,30.04,20.76,1260.31
"2008-08-04",40.06,54.44,51.07,30.4,20.95,1249.01
"2008-08-05",42.71,56.28,52.74,31.4,22.04,1284.88
"2008-08-06",42.73,57.37,53.1,31.7,21.59,1289.19
"2008-08-07",40.73,57.46,49.78,31.2,21.25,1266.07
"2008-08-08",43.38,58.48,50.57,32.35,21.5,1296.32
"2008-08-11",45.6,58.58,51.18,32.51,21.74,1305.32
"2008-08-12",43.93,59.17,51.78,32.84,21.86,1289.59
"2008-08-13",42.79,58.44,50.79,32.67,21.63,1285.83
"2008-08-14",44.19,58.61,50.98,32.89,22,1292.93
"2008-08-15",45.75,59.36,52.1,32.99,21.62,1298.2
"2008-08-18",44.69,58.85,51.62,32.96,21,1278.6
"2008-08-19",44.39,58.02,51.07,32.31,20.86,1266.69
"2008-08-20",44.72,57.56,51.21,31.81,20.53,1274.54
"2008-08-21",45.59,57.83,51.34,32.17,19.87,1277.72
"2008-08-22",47.02,58.86,52.16,32.38,19.91,1292.2
"2008-08-25",46.31,58.01,51.38,31.57,19.68,1266.84
"2008-08-26",47.28,58.07,51.77,31.59,20.2,1271.51
"2008-08-27",47.19,58.23,52.03,31.33,20.08,1281.66
"2008-08-28",48.11,59.19,52.55,32.43,20.36,1300.68
"2008-08-29",47.34,58.54,51.84,32.35,20.39,1282.83
"2008-09-02",49.14,59.59,52.34,31.96,20.63,1277.58
"2008-09-03",49.12,59.65,52.47,31.89,21.06,1274.98
"2008-09-04",48.06,58.8,52.46,31.02,21.06,1236.83
"2008-09-05",49.13,59.74,53.3,30.71,20.25,1242.31
"2008-09-08",51.69,60.17,54.41,31.96,20.71,1267.79
"2008-09-09",50.2,59.91,53.64,31.28,20.42,1224.51
"2008-09-10",50.66,60.61,54.42,31.74,20.15,1232.04
"2008-09-11",51.45,61.43,55.43,32.56,20.5,1249.05
"2008-09-12",51.12,60.71,54.77,32.03,19.73,1251.7
"2008-09-15",49.46,60.19,54.08,30.43,19.01,1192.7
"2008-09-16",51.67,60.13,54.53,29.73,19.1,1213.6
"2008-09-17",47.85,57.06,52.34,28.38,18.68,1156.39
"2008-09-18",49.58,59.56,53.95,29.16,19.82,1206.51
"2008-09-19",47.61,57.69,52.39,29.27,19.73,1255.08
"2008-09-22",44.46,56.15,51.68,28.2,19.12,1207.09
"2008-09-23",44.2,56.01,51.25,27.84,18.92,1188.22
"2008-09-24",43.98,56.56,51.7,28.08,18.61,1185.87
"2008-09-25",44.84,57.6,52.76,28.53,19.01,1209.18
"2008-09-26",45.95,57.87,53.27,29.06,19.2,1213.27
"2008-09-29",42.28,55.17,51.29,27.53,18.28,1106.42
"2008-09-30",43.79,56.68,52.56,27.49,18.43,1166.36
"2008-10-01",42.18,56.47,52.35,26.41,18.62,1161.06
"2008-10-02",39.91,54.05,51.64,25.86,18.5,1114.28
"2008-10-03",38.98,54.65,52.41,24.83,17.52,1099.23
"2008-10-06",37.81,52.79,50.81,24.45,16.91,1056.89
"2008-10-07",35.59,50.46,48.12,23.74,17.75,996.23
"2008-10-08",36.87,49.81,47.87,23.25,18.4,984.94
"2008-10-09",33.51,47.49,45.1,22.45,17.31,909.92
"2008-10-10",33.04,47.05,44.71,20.62,15.88,899.22
"2008-10-13",36.44,51.96,47.83,21.83,17.19,1003.35
"2008-10-14",35.52,50.99,47.77,20.65,17.71,998.01
"2008-10-15",31.89,46.8,43.92,19.45,16.13,907.84
"2008-10-16",33.85,50.45,47.93,20.87,17.42,946.43
"2008-10-17",35.15,50.61,47.18,20.69,17.45,940.55
"2008-10-20",33.99,50.7,47.76,21.86,17.84,985.4
"2008-10-21",33.66,48.76,47.1,21.62,17.11,955.05
"2008-10-22",29.83,46.75,45.87,20.74,16.48,896.78
"2008-10-23",30.29,45.58,46.3,20.72,16.73,908.11
"2008-10-24",29.39,44.46,45.1,20.06,16.21,876.77
"2008-10-27",29.19,45.31,43.59,19,15.6,848.92
"2008-10-28",34.38,50.18,48.41,22.16,15.92,940.51
"2008-10-29",36.36,49.65,48.28,21.02,16.2,930.09
"2008-10-30",34.28,49.73,48.04,22.38,16.7,954.09
"2008-10-31",35.82,49.77,48.97,22.61,16.52,968.75
"2008-11-03",35.11,46.68,49.12,21.85,16.51,966.3
"2008-11-04",36.92,48.09,49.26,22.75,17.2,1005.75
"2008-11-05",33.7,46.89,47.5,21.72,16.78,952.77
"2008-11-06",31.67,46.71,46.94,20.85,17.11,904.88
"2008-11-07",32.61,47.2,47.73,21.2,17.51,930.99
"2008-11-10",32.4,46.27,48.42,20.95,17.16,919.21
"2008-11-11",32.01,45.64,48.04,20.99,16.77,898.95
"2008-11-12",29.71,42.71,46.18,20.42,16.02,852.3
"2008-11-13",31.54,43.76,48.2,21.91,17.24,911.29
"2008-11-14",29.49,42.08,46.25,20.91,16.31,873.29
"2008-11-17",28.29,41.43,45.46,20.21,16.14,850.75
"2008-11-18",26.98,40.94,46.26,21.19,16.12,859.12
"2008-11-19",24.19,39.64,44.75,20.53,15.54,806.58
"2008-11-20",25.13,39.39,44.46,20.39,13.92,752.44
"2008-11-21",25.2,40.9,46.44,20.67,14.39,800.03
"2008-11-24",27.32,43.3,46.31,21.53,15.34,851.81
"2008-11-25",28.72,44.37,47.98,21.25,16.05,857.39
"2008-11-26",31.52,45.05,49.75,21.92,16.67,887.68
"2008-11-28",30.3,45.07,49.04,22.08,16.93,896.24
"2008-12-01",26.51,41.95,46.52,20.58,16.23,816.21
"2008-12-02",28.29,43.87,46.9,21.1,16.26,848.81
"2008-12-03",30.94,45.03,47.72,21.43,16.94,870.74
"2008-12-04",30.55,46.19,48.36,21.83,16.65,845.22
"2008-12-05",31.37,48.67,51.08,23.15,18.41,876.07
"2008-12-08",34.39,48.33,50.51,23.49,18.35,909.7
"2008-12-09",34.08,46.5,48.97,23.13,17.12,888.67
"2008-12-10",34.86,47.01,48.48,23.51,17.7,899.24
"2008-12-11",33.7,45.59,48.29,23.38,17.73,873.59
"2008-12-12",32.16,46.76,48.15,23.33,17.73,879.73
"2008-12-15",31.13,46.18,48.22,23,17.97,868.57
"2008-12-16",32.43,46.43,48.68,23.63,18.42,913.18
"2008-12-17",32.06,47.23,48.64,22.96,18.29,904.42
"2008-12-18",31.79,47.42,48.83,22.97,18.11,885.28
"2008-12-19",30.89,47.1,49.13,23.27,18.06,887.88
"2008-12-22",29.42,46.16,49.35,22.29,17.66,871.63
"2008-12-23",28.67,45.07,48.73,21.49,17.67,863.16
"2008-12-24",29.03,45.26,48.86,21.51,17.31,868.15
"2008-12-26",28.93,45.07,48.78,21.25,17.39,872.8
"2008-12-29",29.07,44.51,48.57,21.1,17.39,869.42
"2008-12-30",30.11,44.77,48.52,21.36,18.18,890.64
"2008-12-31",30.99,45.97,49.41,22.01,18.53,903.25
"2009-01-02",31.08,46.71,50.39,22.8,18.75,931.8
"2009-01-05",32.43,45.79,49.81,23.95,18.76,927.45
"2009-01-06",34.2,45.05,49.37,23.83,17.88,934.7
"2009-01-07",33.21,43.89,48.95,24.12,18.34,906.65
"2009-01-08",33.67,44.35,45.28,23.95,18.36,909.73
"2009-01-09",31.77,43.03,45.46,23.33,18.09,890.35
"2009-01-12",31.51,43.28,45.29,23.11,18.04,870.26
"2009-01-13",31.35,42.85,45.93,23.26,17.95,871.79
"2009-01-14",30.24,41.71,45.44,23.32,17.83,842.62
"2009-01-15",31.34,42.44,45.26,24,17.81,843.74
"2009-01-16",31.43,42.73,45.44,24.01,18.33,850.12
"2009-01-20",29.21,41.35,44.56,23.15,17.85,805.22
"2009-01-21",30.64,41.94,43.31,23.49,18.23,840.24
"2009-01-22",30.44,41.55,43.07,23.91,18.07,827.5
"2009-01-23",29.97,41.13,42.61,24.03,18.02,831.95
"2009-01-26",29.75,41.46,42.83,23.91,18.39,836.57
"2009-01-27",29.92,41.94,43,24.09,18.31,845.71
"2009-01-28",31.34,41.86,42.95,24.89,18.41,874.09
"2009-01-29",29.34,40.67,42.18,24.89,17.89,845.14
"2009-01-30",28,39.43,41.53,24.46,16.71,825.88
"2009-02-02",27.1,39.67,41.04,24.11,16.74,825.44
"2009-02-03",28.81,40.38,42.14,24.76,16.89,838.51
"2009-02-04",28.12,37.63,40.91,24.09,16.25,832.23
"2009-02-05",28.98,38.38,42.8,24.6,16.15,845.85
"2009-02-06",29.63,39.59,43.74,25.13,16.61,868.6
"2009-02-09",29.37,39.55,43.43,24.98,17.08,869.89
"2009-02-10",28.08,38.5,42.06,24.13,15.98,827.16
"2009-02-11",28.49,38.26,42.51,23.99,16.19,833.74
"2009-02-12",27.68,38.95,42.42,24.08,16.13,835.19
"2009-02-13",26.99,37.58,41.01,23.41,16.18,826.84
"2009-02-17",26.59,37.02,42.52,22.81,15.52,789.17
"2009-02-18",26.56,37.24,44.07,22.97,15.63,788.42
"2009-02-19",26.97,37.46,44.46,23.14,15.86,778.94
"2009-02-20",26.84,37.58,44.08,22.47,16.29,770.05
"2009-02-23",25.65,36.18,43.08,21.63,15.66,743.33
"2009-02-24",25.11,37.39,44.08,21.84,15.99,773.14
"2009-02-25",24.89,36.91,43.37,21.08,16.47,764.9
"2009-02-26",25.1,36.52,42.52,20.88,14.32,752.83
"2009-02-27",25.54,37.21,43.4,21.38,14.42,735.09
"2009-03-02",24.69,35.89,42.34,20.82,14.25,700.82
"2009-03-03",23.41,35.76,41.76,20.4,14.03,696.33
"2009-03-04",24.51,35.87,42.74,20.41,14.3,712.87
"2009-03-05",23.74,34.77,43.85,19.57,13.91,682.55
"2009-03-06",23.14,34.26,43.11,19.79,13.67,683.38
"2009-03-09",22.89,33.78,41.87,19.27,13.44,676.53
"2009-03-10",24.55,35.28,42.89,20.25,14.26,719.6
"2009-03-11",24.27,34.77,42.06,20.29,14.34,721.36
"2009-03-12",25.71,35.91,43.38,20.99,14.87,750.74
"2009-03-13",27.04,37.09,43.6,21.4,15,756.55
"2009-03-16",26.01,37.02,43.25,21,15.23,753.89
"2009-03-17",27.47,38.65,44.31,21.77,15.4,778.12
"2009-03-18",28.49,39.07,44.7,21.52,15.4,794.35
"2009-03-19",28.36,39.65,44.27,21.55,15.32,784.04
"2009-03-20",27.38,39.4,43.95,21.77,15.24,768.54
"2009-03-23",29.85,41.78,45.63,23.82,16.04,822.92
"2009-03-24",29.83,40.74,45.27,23.64,16.07,806.12
"2009-03-25",29.98,41.14,45.8,24.04,16.24,813.88
"2009-03-26",31.52,42.59,46.76,23.8,16.71,832.86
"2009-03-27",30.83,41.66,46.59,23.65,16.23,815.94
"2009-03-30",30.03,40.65,45.87,23.29,15.79,787.53
"2009-03-31",31.03,40.71,46.18,23.26,15.8,797.87
"2009-04-01",31.02,40.73,46.81,23.75,16.17,811.08
"2009-04-02",32.54,42.25,47.54,24.54,16.31,834.38
"2009-04-03",33.09,42.98,47.68,24.11,16.58,842.5
"2009-04-06",31.98,41.96,47.35,24.13,16.21,835.48
"2009-04-07",31.61,40.77,46.43,24.55,15.69,815.55
"2009-04-08",33.92,41.92,46.63,24.84,16.27,825.16
"2009-04-09",35.99,41.22,44.9,25.97,15.81,856.56
"2009-04-13",36.29,40.79,45.67,26.14,15.76,858.73
"2009-04-14",35.25,39.85,45.31,25.9,15.44,841.5
"2009-04-15",34.77,40.13,45.46,26.02,15.62,852.06
"2009-04-16",35.95,40.63,45.01,27.23,16,865.3
"2009-04-17",36.58,40.22,44.49,26.9,16.13,869.6
"2009-04-20",34.29,38.97,43.67,26.97,15.8,832.39
"2009-04-21",34.95,40.83,44.16,27.44,15.87,850.08
"2009-04-22",35.4,41.37,43.39,26.76,16.02,843.55
"2009-04-23",34.91,41.16,43.3,26.3,15.71,851.92
"2009-04-24",36.16,42.33,42.43,26.51,15.77,866.23
"2009-04-27",35.54,41.87,42.99,26.21,16.17,857.51
"2009-04-28",35.75,41.37,42.96,26.88,16.13,855.16
"2009-04-29",36.32,41.89,44.71,27.9,16.66,873.64
"2009-04-30",37.23,42.71,44.67,28.16,15.46,872.81
"2009-05-01",36.13,41.91,44.36,28.25,15.26,877.52
"2009-05-04",36.59,41.93,45.06,28.24,15.76,907.24
"2009-05-05",37.23,41.88,44.72,28.15,15.87,903.8
"2009-05-06",37.42,41.19,43.88,27.97,15.61,919.53
"2009-05-07",38.5,40.36,44.22,27.35,15.37,907.39
"2009-05-08",39.51,40.95,44.44,28.13,15.22,929.23
"2009-05-11",38.55,40.44,44.87,27.88,15.09,909.24
"2009-05-12",38.37,41.23,45.11,28.17,15.03,908.35
"2009-05-13",36.51,40.27,44.58,27.02,15.15,883.92
"2009-05-14",36.52,39.52,43.75,27.01,15.33,893.07
"2009-05-15",36.42,39.48,42.91,26.68,15.05,882.88
"2009-05-18",37.84,40.66,44.48,27.51,15.37,909.71
"2009-05-19",37.99,41.65,43.98,27.49,15.28,908.13
"2009-05-20",38.9,43.03,43.61,27.13,15.27,903.47
"2009-05-21",37.68,42.62,43.76,26.77,15.57,888.33
"2009-05-22",36.9,42.61,43.89,26.59,15.69,887
"2009-05-26",37.14,43.35,44.55,27.65,15.63,910.33
"2009-05-27",35.87,43.08,43.95,27.1,15.37,893.06
"2009-05-28",35.45,42.32,44.15,27.17,15.72,906.83
"2009-05-29",35.6,42.81,44.32,26.79,15.86,919.14
"2009-06-01",37.75,43.85,45.08,28.01,16.51,942.87
"2009-06-02",37.39,43.63,44.49,28.44,16.28,944.74
"2009-06-03",37.11,42.76,45.34,28.13,16.16,931.76
"2009-06-04",37.09,42.23,45.33,27.82,16.23,942.46
"2009-06-05",36.68,42.03,45.51,27.73,16.13,940.09
"2009-06-08",37.12,41.93,45.28,28.15,16,939.14
"2009-06-09",37.27,41.58,45.1,27.98,16.64,942.43
"2009-06-10",36.57,41.1,44.61,27.87,16.48,939.15
"2009-06-11",35.83,40.82,43.95,27.82,16.42,944.89
"2009-06-12",36.58,41.49,44.41,28.04,16.64,946.21
"2009-06-15",36.33,40.87,43.18,27.4,16.09,923.72
"2009-06-16",34.98,40.54,42.99,27.33,16.18,911.97
"2009-06-17",35.37,41.1,43.27,27.61,16.07,910.71
"2009-06-18",35.33,40.79,43.38,28.53,16.45,918.37
"2009-06-19",35.85,40.68,42.92,28.27,16.38,921.23
"2009-06-22",35.75,40.01,43.3,26.66,16.31,893.04
"2009-06-23",34.71,39.76,43.08,26.67,16.45,895.1
"2009-06-24",35.04,39.73,43.23,26.98,16.45,900.94
"2009-06-25",36.51,40.83,43.8,26.98,16.35,920.26
"2009-06-26",35.84,40.94,43.33,26.8,16.06,918.9
"2009-06-29",35.92,40.76,43.45,26.88,16.16,927.23
"2009-06-30",35.75,40.39,43.16,26.44,16.02,919.32
"2009-07-01",35.05,40.4,43.1,26.39,15.96,923.33
"2009-07-02",33.92,39.38,42.58,25.81,15.35,896.42
"2009-07-06",34.06,40.32,42.53,26.54,15.61,898.72
"2009-07-07",33.29,39.29,42.63,25.96,15.33,881.03
"2009-07-08",33.75,40.6,43.1,26.76,15.4,879.56
"2009-07-09",34.78,40.14,42.84,26.42,15.3,882.68
"2009-07-10",34.24,39.67,42.39,25.94,15.23,879.13
"2009-07-13",34.73,39.67,42.62,26.37,15.49,901.05
"2009-07-14",34.94,39.73,42.89,26.44,15.57,905.84
"2009-07-15",36.03,41.38,43.26,26.97,15.75,932.68
"2009-07-16",35.84,41.9,43.23,26.43,15.74,940.74
"2009-07-17",35.83,41.89,43.21,26.82,15.49,940.38
"2009-07-20",36.18,42.76,43.5,27.04,15.57,951.13
"2009-07-21",36.29,42.68,43.54,26.94,15.5,954.58
"2009-07-22",37.29,43.07,43.81,26.8,15.68,954.07
"2009-07-23",38.26,42.88,43.45,26.75,14.43,976.29
"2009-07-24",38.69,43.34,43.61,27.36,14.66,979.26
"2009-07-27",38.82,42.95,43.64,27.31,14.72,982.18
"2009-07-28",39.14,43.09,43.59,27.21,14.83,979.62
"2009-07-29",39.48,43.03,43.99,27.66,14.86,975.15
"2009-07-30",39.49,43.45,44.54,27.89,15.02,986.75
"2009-07-31",39.51,43.67,44.45,27.93,14.89,987.48
"2009-08-03",38.99,44.11,44.41,27.96,14.97,1002.63
"2009-08-04",38.2,43.65,44.42,27.33,14.66,1005.65
"2009-08-05",37.87,43.28,43.84,27.21,14.64,1002.72
"2009-08-06",37.78,43.01,43.64,27.46,14.65,997.08
"2009-08-07",38.89,44.2,43.92,27.63,14.57,1010.48
"2009-08-10",38.03,43.58,44.3,27.63,14.82,1007.1
"2009-08-11",38.23,43.16,44.59,27.65,15,994.35
"2009-08-12",38.51,43.52,45.26,28.17,15.09,1005.81
"2009-08-13",38.26,43.28,46.48,28.64,14.94,1012.73
"2009-08-14",38.07,43.06,46.4,28.44,14.77,1004.09
"2009-08-17",37.48,42.03,46.2,27.49,14.79,979.73
"2009-08-18",40.31,41.97,46.02,27.72,14.68,989.67
"2009-08-19",40.98,42.45,46.29,27.96,14.76,996.46
"2009-08-20",41.18,42.42,46.33,27.91,14.83,1007.37
"2009-08-21",41.53,43,46.02,28.57,15.11,1026.13
"2009-08-24",41.09,42.61,46.19,28.38,14.87,1025.57
"2009-08-25",42.27,43.94,46.29,29.4,15.14,1028
"2009-08-26",43.13,44.48,46.41,30.18,15.35,1028.12
"2009-08-27",43.01,45.43,45.91,30.4,15.39,1030.98
"2009-08-28",43.1,45.84,45.81,30.43,15.31,1028.93
"2009-08-31",42.75,45.14,45.58,30.61,14.98,1020.62
"2009-09-01",42.37,44.85,45.67,30.75,14.93,998.04
"2009-09-02",42.09,44.85,45.62,30.54,14.99,994.75
"2009-09-03",42.81,48.69,46.36,30.31,15.1,1003.24
"2009-09-04",42.86,49.12,46.3,30.57,15.37,1016.4
"2009-09-08",43.03,50.23,46.05,30.7,15.39,1025.39
"2009-09-09",43.34,50.53,45.79,30.63,15.55,1033.37
"2009-09-10",43.81,50.39,45.72,30.89,15.65,1044.14
"2009-09-11",43.61,50.3,45.44,30.79,15.74,1042.73
"2009-09-14",43.13,50.46,45.14,30.93,15.89,1049.34
"2009-09-15",43.21,50.31,44.74,30.77,15.32,1052.63
"2009-09-16",44.09,51.09,44.83,31.27,15.18,1068.76
"2009-09-17",44.27,51.32,44.76,31,15.1,1065.49
"2009-09-18",44.38,50.96,44.9,31.17,15.35,1068.3
"2009-09-21",44.42,51.87,45.61,31.2,15.27,1064.66
"2009-09-22",43.81,51.71,45.69,31.28,15.39,1071.66
"2009-09-23",43.26,51.34,45.16,30.93,15.17,1060.87
"2009-09-24",43.34,50.85,45.43,30.4,15.18,1050.78
"2009-09-25",42.1,49.83,44.32,30.43,15.41,1044.38
"2009-09-28",43.4,50.08,44.35,30.89,15.62,1062.98
"2009-09-29",43,50.02,44.11,33.74,15.66,1060.61
"2009-09-30",42.46,49.92,43.98,33.85,15.59,1057.08
"2009-10-01",42.36,49.31,43.9,34.5,15.44,1029.85
"2009-10-02",41.86,50,43.97,34.37,15.63,1025.21
"2009-10-05",42.69,50.37,43.96,34.52,15.73,1040.46
"2009-10-06",43.74,51.3,44.33,34.61,16.07,1054.72
"2009-10-07",44.12,52.24,44.34,35.34,16.26,1057.58
"2009-10-08",44.88,51.92,44.57,35.81,16.48,1065.48
"2009-10-09",45.38,51.92,44.77,35.64,16.86,1071.49
"2009-10-12",45.11,51.38,44.45,35.21,16.84,1076.19
"2009-10-13",45.57,51.78,45.1,34.57,16.6,1073.19
"2009-10-14",46.71,52.04,44.97,35.01,16.94,1092.02
"2009-10-15",45.86,52.22,45.65,35.98,18.05,1096.56
"2009-10-16",45.55,51.78,45.89,36.47,18.43,1087.68
"2009-10-19",45.83,52.45,46.49,36.47,18.49,1097.91
"2009-10-20",45.45,52.32,46.32,36.19,18.35,1091.06
"2009-10-21",44.48,51.26,45.36,35.62,17.59,1081.4
"2009-10-22",45.01,51.75,45.23,35.68,18,1092.91
"2009-10-23",44.6,51.35,45.19,35.28,17.71,1079.6
"2009-10-26",44.46,51.2,44.65,35.14,17.9,1066.95
"2009-10-27",44.07,50.76,44.68,34.06,17.8,1063.41
"2009-10-28",43.88,50.38,44.71,33.51,17.65,1042.63
"2009-10-29",45.05,51.44,45.16,34.69,17.99,1066.11
"2009-10-30",44.05,50.49,44.51,34.18,17.65,1036.19
"2009-11-02",44.88,51.29,45.05,34.97,17.76,1042.88
"2009-11-03",44.8,51.2,44.71,34.73,17.86,1045.41
"2009-11-04",44.81,52.23,45.14,35.67,17.67,1046.5
"2009-11-05",45.21,52.77,45.94,36.2,17.93,1066.63
"2009-11-06",45.21,52.77,45.92,35.75,18.06,1069.3
"2009-11-09",45.89,53.68,46.59,36.17,18.42,1093.08
"2009-11-10",45.92,53.33,46.87,35.77,18.36,1093.01
"2009-11-11",45.58,53.65,47.46,35.56,18.45,1098.51
"2009-11-12",44.51,53.4,47.7,35.47,18.19,1087.24
"2009-11-13",44.56,53.71,47.67,35.7,18.34,1093.48
"2009-11-16",45.74,54.29,47.63,35.72,18.38,1109.3
"2009-11-17",44.36,53.84,48.08,35.67,18.24,1110.32
"2009-11-18",43.69,53.97,48.52,35.41,17.98,1109.8
"2009-11-19",43.72,53.72,48.87,35.38,17.79,1094.9
"2009-11-20",43.32,53.34,48.63,35.33,17.88,1091.38
"2009-11-23",43.14,53.8,48.99,35.74,18.01,1106.24
"2009-11-24",43.32,53.74,49.14,35.72,17.85,1105.65
"2009-11-25",43.66,54.08,49.24,35.57,17.94,1110.63
"2009-11-27",43.54,53.32,48.95,35.37,17.74,1091.49
"2009-11-30",42.5,53.21,48.87,35.26,17.79,1095.63
"2009-12-01",42.7,53.94,49.05,35.69,17.99,1108.86
"2009-12-02",43.56,54.06,48.89,34.63,17.77,1109.24
"2009-12-03",42.31,52.42,48.78,34.27,17.4,1099.92
"2009-12-04",41.66,52.57,48.6,34.32,17.63,1105.98
